brand,model_year,fuel_type,transmission,ext_col,accident,Country_of_Origin,Engine_CC,Mileage_KM,Price_USD,base_model
Toyota,2004,Gasoline,Automatic,Black,Clean,Japan,4000.0,299526,13000.0,4Runner
Jeep,2002,Gasoline,Manual,Yellow,Clean,USA,4000.0,166567,12500.0,Wrangler
Cadillac,2019,Gasoline,Automatic,Black,Clean,USA,4200.0,12994,76700.0,Ct6-V 4.2L
BMW,2011,Gasoline,Manual,Black,Clean,Germany,4000.0,69202,50900.0,M3
BMW,2015,Gasoline,Automatic,Blue,Accident Reported,Germany,4400.0,113780,23000.0,750 I
Chevrolet,2022,Gasoline,Automatic,Black,Clean,USA,1300.0,68363,28495.0,Trailblazer Rs
Ford,2000,Gasoline,Automatic,Black,Accident Reported,USA,6800.0,329915,9950.0,Excursion Xlt
Audi,2019,Gasoline,Automatic,Blue,Clean,Germany,3000.0,35888,38999.0,Sq5 3.0T
Ford,2017,Gasoline,Automatic,Black,Accident Reported,USA,3500.0,167371,19995.0,Expedition El
Ford,2022,Gasoline,Automatic,Other,Clean,USA,1500.0,22313,29182.0,Bronco
BMW,2022,Gasoline,Automatic,Red,Clean,Germany,3000.0,25560,84995.0,M4 Competition
Mercedes-Benz,2021,Gasoline,Automatic,Other,Clean,Germany,3000.0,16871,60998.0,Amg Glc
Chrysler,2015,Flex Fuel,Automatic,White,Accident Reported,USA,3600.0,70811,12700.0,200 C
Hummer,2003,Gasoline,Automatic,Beige,Clean,USA,6000.0,175418,17500.0,H2
BMW,2020,Gasoline,Automatic,Gray,Clean,Germany,3000.0,50453,62450.0,M4
Audi,2021,Hybrid,Automatic,Black,Clean,Germany,3000.0,48280,62000.0,Q8 55
Land,2012,Gasoline,Automatic,Silver,Clean,UK,5000.0,107021,19950.0,Rover Range
Nissan,2012,Gasoline,Automatic,Beige,Accident Reported,Japan,4000.0,155462,17000.0,Frontier Sv
Toyota,2015,Gasoline,Automatic,White,Clean,Japan,3500.0,318649,14000.0,Highlander
Audi,2013,Gasoline,Automatic,Black,Accident Reported,Germany,3000.0,147861,24000.0,S4 3.0T
Ford,2018,Gasoline,Automatic,White,Clean,USA,3500.0,73350,45023.0,Expedition Max
BMW,2015,Gasoline,Manual,Black,Accident Reported,Germany,2000.0,86904,19996.0,228 I
Land,2020,Hybrid,Automatic,Gray,Clean,UK,3000.0,83686,55000.0,Rover Range
Mercedes-Benz,2020,Hybrid,Automatic,Other,Clean,Germany,3000.0,37086,72598.0,E-Class Amg
Porsche,2008,Gasoline,Manual,Black,Clean,Germany,3600.0,213238,35000.0,911 Carrera
Dodge,2006,Gasoline,Automatic,Black,Clean,USA,4700.0,411991,4000.0,Dakota Slt
Mercedes-Benz,2009,Gasoline,Automatic,White,Clean,Germany,6300.0,50485,65700.0,Sl-Class Sl63
Chrysler,2008,Gasoline,Automatic,Blue,Clean,USA,2400.0,108313,4900.0,Sebring Lx
Ford,2023,Gasoline,Automatic,Blue,Clean,USA,2300.0,26554,54000.0,Bronco Outer
Toyota,2018,Gasoline,Manual,Other,Clean,Japan,3500.0,46349,42900.0,Tacoma Trd
RAM,2019,Gasoline,Automatic,White,Accident Reported,USA,3600.0,141622,39900.0,Promaster 2500
Ford,2018,Gasoline,Manual,White,Accident Reported,USA,5200.0,29797,60867.0,Shelby Gt350
Volvo,2019,Gasoline,Automatic,White,Accident Reported,Sweden,2000.0,94307,29000.0,Xc60 T6
Lexus,2015,Gasoline,Automatic,White,Clean,Japan,4600.0,119896,33900.0,Ls 460
Cadillac,2023,Gasoline,Automatic,White,Clean,USA,3600.0,357,69000.0,Xt6 Luxury
Chevrolet,2007,Flex Fuel,Automatic,Red,Clean,USA,5300.0,120900,16499.0,Avalanche 1500
Chevrolet,2013,Gasoline,Automatic,White,Clean,USA,6200.0,24945,45000.0,Corvette Grand
Audi,2020,Hybrid,Automatic,Gray,Clean,Germany,3000.0,55200,52500.0,Q8 55
Honda,2019,Gasoline,Automatic,Silver,Clean,Japan,3500.0,131966,32471.0,Odyssey Elite
Acura,2023,Gasoline,Automatic,White,Clean,Japan,2000.0,5454,38598.0,Tlx
Cadillac,2005,Gasoline,Automatic,Beige,Accident Reported,USA,3600.0,154497,4999.0,Sts
Dodge,2021,Gasoline,Automatic,Black,Clean,USA,5700.0,12474,41950.0,Charger R/T
Audi,2017,Gasoline,Automatic,Gray,Accident Reported,Germany,4000.0,106619,59200.0,Rs 7
Lexus,2012,Hybrid,Automatic,White,Accident Reported,Japan,1800.0,175418,14945.0,Ct 200H
Hyundai,2015,Gasoline,Automatic,Black,Clean,South Korea,3800.0,96560,17000.0,Genesis Coupe
Mercedes-Benz,2022,Gasoline,Automatic,Black,Clean,Germany,2000.0,14494,56999.0,E-Class E
Toyota,2022,Gasoline,Automatic,Silver,Clean,Japan,2400.0,21565,33499.0,Gr86
Porsche,2020,Gasoline,Automatic,White,Clean,Germany,3000.0,45979,55998.0,Macan S
Dodge,2018,Gasoline,Automatic,White,Accident Reported,USA,6400.0,125529,44700.0,Durango Srt
Lexus,2013,Gasoline,Automatic,Gray,Accident Reported,Japan,5700.0,215652,29995.0,Lx 570
Kia,2013,Hybrid,Automatic,Black,Clean,South Korea,2400.0,168971,9000.0,Optima Hybrid
Alfa,2020,Gasoline,Automatic,Black,Clean,Italy,2000.0,48280,28900.0,Romeo Giulia
Toyota,2017,Flex Fuel,Automatic,Silver,Clean,Japan,5700.0,107826,37999.0,Sequoia
Kia,2021,Gasoline,Automatic,Gray,Clean,South Korea,1600.0,13298,29000.0,K5 Ex
RAM,2021,Gasoline,Automatic,White,Clean,USA,5700.0,56332,40999.0,1500 Big
Chevrolet,2008,Gasoline,Automatic,Red,Clean,USA,6200.0,128747,31000.0,Corvette
Jaguar,2014,Gasoline,Automatic,Green,Accident Reported,UK,5000.0,120049,32450.0,F-Type S
Audi,2013,Gasoline,Automatic,Silver,Clean,Germany,3000.0,140119,20999.0,A7 3.0T
Audi,2019,Gasoline,Automatic,Other,Clean,Germany,3000.0,61734,49936.0,Q8 3.0T
Kia,2020,Gasoline,Automatic,Green,Clean,South Korea,3800.0,61155,41999.0,Telluride Sx
Toyota,2018,Hybrid,Automatic,White,Accident Reported,Japan,2500.0,112076,23995.0,Camry Hybrid
Toyota,2022,Gasoline,Automatic,Blue,Clean,Japan,2400.0,2052,47999.0,Gr86
BMW,2001,Gasoline,Manual,Black,Clean,Germany,3200.0,96560,25000.0,M3
Jeep,2014,Gasoline,Manual,Gray,Clean,USA,3600.0,160049,21000.0,Wrangler Rubicon
Toyota,2023,Hybrid,Automatic,Blue,Clean,Japan,3400.0,322,82500.0,Tundra Hybrid
Porsche,2016,Gasoline,Automatic,Gray,Accident Reported,Germany,3600.0,109435,32950.0,Panamera 4
Lexus,2010,Gasoline,Automatic,Gray,Accident Reported,Japan,3500.0,341180,9450.0,Gs 350
GMC,2019,Diesel,Automatic,White,Accident Reported,USA,6600.0,117628,58500.0,Sierra 3500
Kia,2023,Plug-In Hybrid,Automatic,Black,Clean,South Korea,1600.0,15128,31500.0,Niro Plug-In
Porsche,2014,Gasoline,Automatic,Black,Accident Reported,Germany,3600.0,189414,16975.0,Cayenne
Mercedes-Benz,2015,Gasoline,Automatic,Silver,Clean,Germany,6000.0,153576,55000.0,S-Class S
Lexus,2017,Gasoline,Automatic,Gray,Clean,Japan,4600.0,187166,31950.0,Gx 460
Acura,2019,Hybrid,Automatic,Black,Clean,Japan,3000.0,91375,41899.0,Mdx Hybrid
Audi,2023,Hybrid,Automatic,Other,Clean,Germany,2000.0,9144,48698.0,Q5 S
BMW,2017,Gasoline,Automatic,Gray,Clean,Germany,2000.0,59546,31000.0,530 I
Kia,2015,Gasoline,Automatic,Gray,Clean,South Korea,2000.0,166966,8500.0,Forte Koup
Toyota,2005,Gasoline,Automatic,Silver,Clean,Japan,4700.0,138403,22500.0,Sequoia
Land,2013,Gasoline,Automatic,Black,Clean,UK,5000.0,202616,21000.0,Rover Lr4
Nissan,2023,Gasoline,Automatic,Black,Clean,Japan,5600.0,9978,48000.0,Titan Sv
Ford,2019,Diesel,Automatic,Black,Accident Reported,USA,6700.0,136794,52500.0,F-250 Lariat
Mercedes-Benz,2017,Gasoline,Automatic,Gray,Clean,Germany,4000.0,31099,75000.0,Amg Gt
Cadillac,2018,Gasoline,Automatic,Red,Clean,USA,6200.0,79297,54000.0,Escalade Platinum
BMW,2017,Gasoline,Automatic,Blue,Clean,Germany,3000.0,70811,55000.0,M3
Dodge,2010,Gasoline,Manual,Orange,Clean,USA,6100.0,112654,22000.0,Challenger Srt8
Mercedes-Benz,2016,Diesel,Automatic,White,Clean,Germany,2100.0,230602,33490.0,Sprinter 2500
Ford,2019,Diesel,Automatic,White,Clean,USA,6700.0,111374,73500.0,F-350 Platinum
Chevrolet,2015,Gasoline,Automatic,White,Clean,USA,5300.0,198753,25650.0,Tahoe Ltz
Audi,2018,Gasoline,Automatic,White,Clean,Germany,3000.0,113898,30950.0,Q7 3.0T
Jeep,2015,Gasoline,Automatic,Gray,Accident Reported,USA,2000.0,175418,7599.0,Patriot Latitude
Infiniti,2014,Gasoline,Automatic,Black,Clean,Japan,3700.0,114419,18995.0,Qx70
Cadillac,2014,Gasoline,Automatic,Silver,Accident Reported,USA,2500.0,129391,15000.0,Ats 2.5L
Toyota,2010,Gasoline,Automatic,Black,Accident Reported,Japan,2500.0,198947,9900.0,Rav4
Acura,2011,Gasoline,Automatic,Red,Clean,Japan,2400.0,302368,5500.0,Tsx Technology
Honda,2022,Gasoline,Automatic,Red,Clean,Japan,2000.0,40909,24500.0,Civic
BMW,2011,Gasoline,Manual,White,Clean,Germany,4000.0,209213,29999.0,M3
BMW,2008,Gasoline,Automatic,Gray,Clean,Germany,4000.0,66060,38490.0,M3
Nissan,2010,Gasoline,Manual,Brown,Clean,Japan,1800.0,116677,6750.0,Cube 1.8
RAM,2014,Gasoline,Automatic,White,Clean,USA,3600.0,230763,13000.0,Promaster 3500
Acura,2018,Gasoline,Automatic,Gray,Accident Reported,Japan,3500.0,110119,23500.0,Rdx
Toyota,2018,Gasoline,Automatic,Silver,Clean,Japan,4000.0,152887,33000.0,4Runner
RAM,2019,Gasoline,Automatic,Gray,Accident Reported,USA,5700.0,46671,49500.0,1500
Chevrolet,2003,Gasoline,Automatic,Blue,Clean,USA,5700.0,233354,22000.0,Corvette
Jeep,2011,Gasoline,Automatic,White,Clean,USA,5700.0,158774,14995.0,Grand Cherokee
Volvo,2009,Gasoline,Automatic,Black,Clean,Sweden,3000.0,157096,10500.0,S80 T6
Porsche,2014,Gasoline,Automatic,Black,Clean,Germany,4800.0,57936,37000.0,Cayenne S
Mazda,2021,Gasoline,Automatic,Black,Clean,Japan,2500.0,99576,22389.0,Cx-30 Select
Chrysler,2012,Flex Fuel,Automatic,Black,Clean,USA,3600.0,120028,8500.0,Town &
Infiniti,2013,Gasoline,Automatic,Gray,Clean,Japan,3700.0,82881,23900.0,Fx37
Toyota,2007,Gasoline,Automatic,Silver,Clean,Japan,4000.0,311934,14950.0,Fj Cruiser
Chevrolet,2019,Gasoline,Automatic,Blue,Clean,USA,5300.0,85992,36950.0,Silverado 1500
Mercedes-Benz,2012,Gasoline,Automatic,Silver,Accident Reported,Germany,6300.0,165762,40000.0,C-Class C
BMW,2016,Gasoline,Automatic,Black,Accident Reported,Germany,2000.0,94951,20999.0,428 Gran
Lexus,2017,Gasoline,Automatic,Gray,Clean,Japan,4600.0,131966,32900.0,Gx 460
Porsche,2016,Gasoline,Automatic,Gray,Clean,Germany,3600.0,96560,45000.0,Panamera Edition
Cadillac,2017,Gasoline,Automatic,White,Clean,USA,6200.0,151231,47000.0,Escalade Esv
Lexus,2015,Gasoline,Automatic,Gray,Clean,Japan,3500.0,100745,27500.0,Is 350
Mercedes-Benz,2014,Gasoline,Automatic,Gray,Clean,Germany,3500.0,135909,19000.0,E-Class E
Audi,2022,Hybrid,Automatic,Gray,Clean,Germany,2000.0,29127,40798.0,Q5 S
Mercedes-Benz,2014,Gasoline,Automatic,Silver,Clean,Germany,3500.0,123115,17999.0,E-Class E
Chevrolet,2017,Gasoline,Automatic,Yellow,Clean,USA,2000.0,119091,19800.0,Camaro 1Lt
RAM,2022,Gasoline,Automatic,Silver,Clean,USA,5700.0,25117,45999.0,1500 Laramie
Chevrolet,2014,Flex Fuel,Automatic,White,Accident Reported,USA,5300.0,178790,26000.0,Silverado 1500
Toyota,2007,Gasoline,Automatic,Red,Accident Reported,Japan,3300.0,59893,14995.0,Camry Solara
Jaguar,2015,Gasoline,Automatic,Blue,Clean,UK,3000.0,41498,38500.0,F-Type S
Jeep,2021,Gasoline,Automatic,Gray,Clean,USA,3600.0,24977,40459.0,Gladiator
RAM,2021,Gasoline,Automatic,Silver,Clean,USA,5700.0,79796,42816.0,1500 Big
Porsche,2015,Diesel,Automatic,Black,Clean,Germany,3000.0,156589,29995.0,Cayenne Diesel
Chevrolet,2002,Gasoline,Automatic,Silver,Clean,USA,3800.0,143231,10400.0,Camaro
Porsche,2015,Gasoline,Automatic,Black,Accident Reported,Germany,3600.0,83864,37500.0,Cayenne S
Dodge,2019,Gasoline,Automatic,Gray,Clean,USA,6400.0,121988,35998.0,Challenger R/T
Lexus,2010,Gasoline,Automatic,Red,Accident Reported,Japan,3500.0,182660,11000.0,Es 350
Audi,2015,Gasoline,Automatic,Brown,Accident Reported,Germany,2000.0,250062,13500.0,Q3
Mercedes-Benz,2016,Gasoline,Automatic,White,Accident Reported,Germany,4700.0,79892,33995.0,E-Class E
BMW,2015,Gasoline,Automatic,White,Clean,Germany,4400.0,123073,32000.0,650 I
Porsche,2016,Gasoline,Automatic,Red,Clean,Germany,2700.0,16787,50999.0,Cayman
Infiniti,2009,Gasoline,Automatic,Gray,Accident Reported,Japan,5000.0,305968,12500.0,Fx50
Ford,2020,Gasoline,Automatic,Gray,Clean,USA,3500.0,148059,29999.0,F-150 Xlt
Chevrolet,2017,Gasoline,Manual,Yellow,Clean,USA,3600.0,38624,32000.0,Camaro 2Lt
RAM,2020,Gasoline,Automatic,Other,Clean,USA,5700.0,40871,43250.0,1500 Big
Chevrolet,2001,Gasoline,Automatic,White,Accident Reported,USA,6000.0,268760,6500.0,Silverado 2500
RAM,2022,Gasoline,Automatic,Black,Clean,USA,5700.0,30006,49700.0,1500 Laramie
Ford,2016,Gasoline,Automatic,White,Clean,USA,3700.0,86904,23999.0,Mustang
Hyundai,2003,Gasoline,Manual,Blue,Clean,South Korea,1600.0,133575,2900.0,Accent Gl
Audi,2022,Hybrid,Automatic,Black,Clean,Germany,2000.0,16208,40598.0,Q5 S
Ford,2021,Gasoline,Automatic,Other,Clean,USA,3500.0,69731,43642.0,F-150 Xlt
Lexus,2015,Gasoline,Automatic,Silver,Clean,Japan,5000.0,82720,43000.0,Rc F
Chevrolet,2015,Flex Fuel,Automatic,Silver,Accident Reported,USA,5300.0,247516,23000.0,Suburban 1500
Dodge,2003,Gasoline,Manual,Silver,Clean,USA,8300.0,17381,65499.0,Viper Srt-10
RAM,2020,Gasoline,Automatic,Red,Clean,USA,5700.0,16830,48815.0,1500 Laramie
BMW,2014,Gasoline,Automatic,Silver,Clean,Germany,2000.0,136326,13800.0,328 I
Mercedes-Benz,2019,Gasoline,Automatic,Red,Clean,Germany,3000.0,53913,45770.0,Amg C
BMW,2015,Gasoline,Automatic,Black,Clean,Germany,3000.0,157715,32999.0,M4
BMW,2008,Gasoline,Automatic,Green,Accident Reported,Germany,4800.0,152329,7300.0,750 I
Ford,2023,Gasoline,Automatic,Black,Clean,USA,3500.0,14936,85000.0,Expedition
Chevrolet,2023,Gasoline,Automatic,White,Clean,USA,3600.0,19000,47000.0,Traverse Premier
Cadillac,2020,Gasoline,Automatic,Black,Accident Reported,USA,6200.0,78235,61500.0,Escalade Platinum
RAM,2023,Diesel,Automatic,White,Accident Reported,USA,6700.0,4812,69900.0,3500 Tradesman
Audi,2005,Gasoline,Automatic,Silver,Clean,Germany,1800.0,200760,6900.0,Tt 1.8L
RAM,2021,Hybrid,Automatic,Silver,Clean,USA,5700.0,38624,42000.0,1500 Big
Mazda,2009,Gasoline,Automatic,Gray,Clean,Japan,2300.0,181855,5499.0,Cx-7
Infiniti,2017,Gasoline,Automatic,White,Clean,Japan,3500.0,143402,18000.0,Qx60
Ford,2017,Flex Fuel,Automatic,Beige,Accident Reported,USA,6200.0,35405,53000.0,F-250 Platinum
Jeep,2022,Gasoline,Automatic,Red,Clean,USA,2400.0,32946,28298.0,Compass
Chevrolet,2022,Gasoline,Automatic,White,Clean,USA,5300.0,7649,57000.0,Silverado 1500
Chevrolet,2021,Gasoline,Manual,Blue,Clean,USA,6200.0,24140,43500.0,Camaro 1Ss
Chevrolet,1997,Diesel,Automatic,Green,Accident Reported,USA,6500.0,368539,19500.0,Tahoe
Audi,2014,Diesel,Automatic,Silver,Clean,Germany,3000.0,68236,26500.0,A6 3.0
Land,2023,Gasoline,Automatic,White,Clean,UK,2000.0,25492,69900.0,Rover Defender
Porsche,2016,Gasoline,Automatic,Gray,Clean,Germany,3600.0,122632,42000.0,Cayenne S
Chevrolet,2019,Gasoline,Automatic,Black,Clean,USA,5300.0,170054,39000.0,Suburban Premier
Chevrolet,2019,Gasoline,Automatic,White,Clean,USA,5300.0,82620,49900.0,Suburban Premier
Dodge,2016,Gasoline,Manual,Black,Accident Reported,USA,2000.0,123689,8100.0,Dart
Ford,2019,Flex Fuel,Automatic,White,Clean,USA,6200.0,129069,42500.0,F-250 Lariat
Toyota,2002,Gasoline,Automatic,White,Accident Reported,Japan,4700.0,393001,3950.0,Sequoia Sr5
Ford,2014,Gasoline,Manual,Black,Accident Reported,USA,5000.0,62056,28500.0,Mustang Gt
Chevrolet,2020,Gasoline,Automatic,Yellow,Clean,USA,6200.0,20117,84999.0,Corvette Stingray
Hyundai,2016,Gasoline,Automatic,White,Clean,South Korea,3800.0,72908,20999.0,Genesis Coupe
Ford,2014,Gasoline,Manual,Silver,Clean,USA,2000.0,177027,9495.0,Focus St
Cadillac,2011,Gasoline,Automatic,Black,Clean,USA,3000.0,106538,16499.0,Cts Luxury
Subaru,2003,Gasoline,Manual,Red,Clean,Japan,2500.0,114263,14900.0,Baja
Toyota,2019,Gasoline,Automatic,Black,Clean,Japan,3500.0,130841,30275.0,Highlander
Chevrolet,2019,Gasoline,Automatic,White,Clean,USA,6200.0,11318,63900.0,Corvette Stingray
Dodge,2020,Gasoline,Automatic,Gray,Clean,USA,6400.0,57936,62000.0,Durango Srt
Acura,2010,Gasoline,Manual,Silver,Accident Reported,Japan,2400.0,186683,9000.0,Tsx 2.4
Chevrolet,2018,Gasoline,Automatic,Black,Accident Reported,USA,6200.0,68848,41100.0,Camaro 2Ss
BMW,2014,Gasoline,Automatic,Black,Accident Reported,Germany,3000.0,64190,26000.0,640 Gran
Audi,2014,Gasoline,Automatic,Gray,Clean,Germany,3000.0,243654,15400.0,S5 3.0T
Alfa,2017,Gasoline,Automatic,Red,Clean,Italy,2000.0,77248,20500.0,Romeo Giulia
Toyota,2023,Gasoline,Automatic,Other,Clean,Japan,2400.0,14045,44596.0,Highlander
Rolls-Royce,2011,Gasoline,Automatic,Black,Accident Reported,UK,6600.0,127138,80300.0,Ghost
Dodge,2020,Gasoline,Automatic,Gray,Clean,USA,5700.0,86904,34000.0,Challenger R/T
Porsche,2016,Gasoline,Automatic,White,Accident Reported,Germany,3600.0,177027,25900.0,Cayenne
Mercedes-Benz,2020,Gasoline,Automatic,Black,Clean,Germany,2000.0,22531,48000.0,Metris
Chevrolet,2022,Gasoline,Automatic,Silver,Clean,USA,6200.0,18664,68590.0,Silverado 1500
Mercedes-Benz,2017,Gasoline,Automatic,Gray,Accident Reported,Germany,5500.0,138566,72777.0,Amg S
Chevrolet,2017,Gasoline,Automatic,Black,Clean,USA,5300.0,94655,36590.0,Silverado 1500
Lexus,2016,Gasoline,Automatic,Silver,Clean,Japan,3500.0,125297,30919.0,Rc 350
GMC,2015,Gasoline,Automatic,Other,Accident Reported,USA,3600.0,185528,12433.0,Acadia Sle-1
MINI,2003,Gasoline,Manual,Red,Accident Reported,UK,1600.0,166930,5995.0,Cooper
Mazda,2008,Gasoline,Automatic,Blue,Clean,Japan,2000.0,64052,13250.0,Mx-5 Miata
Toyota,2019,Gasoline,Automatic,White,Clean,Japan,4000.0,127943,33333.0,4Runner Trd
Toyota,2008,Gasoline,Automatic,Gray,Accident Reported,Japan,3500.0,266378,9000.0,Highlander
BMW,2014,Gasoline,Automatic,Black,Accident Reported,Germany,4400.0,148059,24000.0,650 Gran
Hyundai,2023,Gasoline,Automatic,Green,Clean,South Korea,3800.0,2414,55000.0,Palisade Calligraphy
Pontiac,2008,Gasoline,Manual,Orange,Clean,USA,2000.0,61316,19950.0,Solstice Gxp
Land,2018,Gasoline,Automatic,White,Clean,UK,2000.0,67793,38999.0,Rover Range
Porsche,2014,Diesel,Automatic,Silver,Clean,Germany,3000.0,139720,33500.0,Cayenne Diesel
BMW,2023,Gasoline,Automatic,Gray,Clean,Germany,3000.0,5617,95580.0,M3 Competition
Toyota,2008,Gasoline,Automatic,Gold,Clean,Japan,3500.0,179120,7900.0,Avalon
BMW,2011,Gasoline,Automatic,White,Clean,Germany,4000.0,158037,27000.0,M3
Porsche,2018,Gasoline,Automatic,Black,Accident Reported,Germany,3000.0,68397,53999.0,Panamera
Jeep,2001,Gasoline,Manual,White,Accident Reported,USA,4000.0,275197,15000.0,Wrangler
Mercedes-Benz,2013,Gasoline,Automatic,Silver,Accident Reported,Germany,4600.0,40126,40250.0,Sl-Class Sl
Audi,2007,Gasoline,Manual,Gray,Clean,Germany,4200.0,160562,29995.0,Rs 4
Toyota,2022,Gasoline,Automatic,Other,Clean,Japan,3500.0,26000,39390.0,Avalon
Mercedes-Benz,2008,Gasoline,Automatic,White,Clean,Germany,3500.0,108228,11900.0,E-Class E
GMC,2021,Gasoline,Automatic,Blue,Accident Reported,USA,6200.0,48316,74500.0,Yukon Denali
Porsche,2017,Gasoline,Automatic,Black,Clean,Germany,2900.0,68551,78000.0,Panamera 4S
Ford,2021,Gasoline,Automatic,White,Accident Reported,USA,2300.0,54243,36995.0,Explorer Xlt
Land,2016,Gasoline,Automatic,White,Clean,UK,3000.0,101871,31000.0,Rover Lr4
Acura,2023,Gasoline,Automatic,Red,Clean,Japan,3000.0,7564,52000.0,Tlx Type
Toyota,2020,Gasoline,Manual,Black,Clean,Japan,3500.0,43864,42998.0,Tacoma
Hummer,2010,Gasoline,Automatic,White,Clean,USA,3700.0,172973,13500.0,H3
Jeep,2017,Gasoline,Automatic,Gray,Clean,USA,3600.0,205996,26800.0,Wrangler Unlimited
Chevrolet,2018,Gasoline,Automatic,White,Clean,USA,6200.0,41843,39000.0,Camaro 2Ss
Audi,2015,Gasoline,Automatic,Blue,Clean,Germany,4000.0,119091,29950.0,S6 4.0T
Infiniti,2012,Gasoline,Automatic,White,Clean,Japan,5600.0,228164,11500.0,Qx56
Volkswagen,2001,Gasoline,Automatic,Yellow,Clean,Germany,2000.0,101791,12000.0,New Beetle
Audi,2022,Hybrid,Automatic,Gray,Clean,Germany,2000.0,22362,44998.0,Q5 S
Ford,2014,Flex Fuel,Automatic,Blue,Accident Reported,USA,6200.0,57775,27900.0,F-250 Xl
GMC,2022,Gasoline,Automatic,White,Accident Reported,USA,6200.0,77741,71999.0,Yukon Xl
Audi,2012,Gasoline,Automatic,Black,Clean,Germany,2000.0,201168,10500.0,A4
Mazda,2021,Gasoline,Automatic,White,Clean,Japan,2500.0,72908,25382.0,Cx-30 Package
Lexus,2016,Gasoline,Automatic,Red,Clean,Japan,3500.0,86743,27500.0,Es 350
Jeep,2008,Gasoline,Automatic,Green,Clean,USA,3800.0,86904,20000.0,Wrangler Sahara
Chevrolet,2007,Gasoline,Automatic,White,Clean,USA,6000.0,207605,17950.0,Avalanche 1500
Jeep,2022,Gasoline,Automatic,Black,Clean,USA,3600.0,16467,44646.0,Grand Cherokee
Acura,2023,Gasoline,Automatic,White,Clean,Japan,3500.0,5967,58998.0,Mdx W/Advance
Subaru,2022,Gasoline,Automatic,Other,Accident Reported,Japan,2000.0,16768,24998.0,Impreza
Audi,2014,Gasoline,Automatic,Black,Accident Reported,Germany,4000.0,154880,22500.0,A8 4.0T
Subaru,2022,Gasoline,Automatic,White,Clean,Japan,2400.0,20439,38500.0,Ascent 7-Passenger
Chevrolet,2007,Flex Fuel,Automatic,Gray,Clean,USA,5300.0,392679,16900.0,Avalanche 1500
Porsche,2015,Gasoline,Automatic,White,Clean,Germany,3600.0,199558,25000.0,Cayenne S
BMW,2009,Gasoline,Automatic,Purple,Clean,Germany,3000.0,197949,15000.0,335 I
GMC,2022,Gasoline,Automatic,Black,Clean,USA,2700.0,40073,49900.0,Sierra 1500
Ford,2016,Gasoline,Automatic,Black,Clean,USA,3500.0,153692,20000.0,Explorer
Lexus,2021,Gasoline,Automatic,White,Clean,Japan,5700.0,77731,82000.0,Lx 570
BMW,2008,Gasoline,Manual,Gray,Clean,Germany,4000.0,151278,25999.0,M3
Nissan,2011,Gasoline,Automatic,Black,Accident Reported,Japan,4000.0,294509,12000.0,Xterra Pro-4X
Ford,2013,Hybrid,Automatic,Silver,Accident Reported,USA,2000.0,203139,11500.0,Fusion Hybrid
Volkswagen,2016,Gasoline,Manual,Gray,Clean,Germany,2000.0,141448,16000.0,Golf Gti
Cadillac,2012,Gasoline,Automatic,Red,Clean,USA,6200.0,72420,41500.0,Cts-V
Lexus,2015,Gasoline,Automatic,Black,Clean,Japan,4600.0,170590,37500.0,Gx 460
GMC,2019,Gasoline,Automatic,Black,Accident Reported,USA,2500.0,82559,25500.0,Acadia Slt-1
Ford,2021,Gasoline,Automatic,Black,Clean,USA,1500.0,48563,28979.0,Bronco Big
Nissan,2021,Gasoline,Automatic,Black,Clean,Japan,5600.0,44415,39884.0,Titan Sv
Volkswagen,2012,Gasoline,Automatic,Black,Clean,Germany,2500.0,172199,9499.0,Jetta Sportwagen
Land,2019,Gasoline,Automatic,Black,Clean,UK,5000.0,28163,65000.0,Rover Range
RAM,2017,Diesel,Automatic,Red,Clean,USA,6700.0,189706,42000.0,2500 Laramie
Nissan,2010,Gasoline,Automatic,Gray,Accident Reported,Japan,3500.0,223215,7000.0,Murano Sl
Cadillac,2009,Flex Fuel,Automatic,White,Accident Reported,USA,6200.0,244729,12350.0,Escalade Esv
BMW,2016,Gasoline,Automatic,White,Accident Reported,Germany,2000.0,123919,26999.0,428 I
Ford,2017,Gasoline,Manual,Gray,Clean,USA,2300.0,41843,37000.0,Focus Rs
Lexus,2014,Hybrid,Automatic,Brown,Clean,Japan,1800.0,211145,14000.0,Ct 200H
Buick,2017,Gasoline,Automatic,Other,Clean,USA,3600.0,134026,20599.0,Enclave Leather
BMW,2015,Gasoline,Manual,Gray,Clean,Germany,3000.0,94951,53500.0,M3
Volkswagen,2020,Gasoline,Automatic,Silver,Clean,Germany,2000.0,24945,30000.0,Arteon R-Line
BMW,2013,Gasoline,Automatic,White,Clean,Germany,3000.0,144841,19950.0,X6 Xdrive35I
Infiniti,2006,Gasoline,Automatic,White,Accident Reported,Japan,3500.0,151278,10995.0,G35
Hummer,2008,Gasoline,Automatic,White,Accident Reported,USA,6200.0,102595,55000.0,H2
Mercedes-Benz,2011,Gasoline,Automatic,Black,Accident Reported,Germany,3000.0,153692,15990.0,C-Class C
Acura,2019,Gasoline,Automatic,White,Clean,Japan,2400.0,60994,26000.0,Ilx Package
RAM,2019,Gasoline,Automatic,Black,Accident Reported,USA,5700.0,122711,40995.0,1500 Longhorn
BMW,2001,Gasoline,Manual,Blue,Clean,Germany,3200.0,130357,39000.0,M3
